Topic,Term,Value
0,bill ,0.006
0,input , 0.005
0,summer , 0.005
0,touch , 0.004
0,lori , 0.004
0,country , 0.004
0,strike , 0.004
0,integration , 0.004
0,cannon , 0.004
0,hope , 0.004
0,trial , 0.004
0,naacpmpls , 0.004
0,dalla , 0.004
0,tourist , 0.004
0,gravestone , 0.004
0,crow , 0.004
0,round , 0.003
0,btw , 0.003
0,throw , 0.003
0,howitzer, 0.003
1,hitler ,0.005
1,truth , 0.005
1,etc , 0.005
1,integration , 0.005
1,photographer , 0.004
1,want , 0.004
1,describe , 0.004
1,supervisor , 0.004
1,intersection , 0.004
1,dedication , 0.004
1,form , 0.004
1,education , 0.004
1,attack , 0.004
1,mayororder , 0.004
1,integral , 0.004
1,notice , 0.003
1,estimate , 0.003
1,harvey , 0.003
1,artwork , 0.003
1,expect, 0.003
2,mind ,0.005
2,gentleman , 0.005
2,sherry , 0.004
2,defense , 0.004
2,crop , 0.004
2,center , 0.004
2,spirit , 0.004
2,nut , 0.004
2,fraser , 0.003
2,mess , 0.003
2,start , 0.003
2,substitute , 0.003
2,pkwy , 0.003
2,tax , 0.003
2,bobby , 0.003
2,jacksonsaidcat , 0.003
2,request , 0.003
2,fugue , 0.003
2,deal , 0.003
2,jenna, 0.003
3,head ,0.005
3,couple , 0.005
3,wink , 0.004
3,tearthemdown , 0.004
3,ditchmitch , 0.004
3,family , 0.004
3,madison , 0.004
3,shot , 0.004
3,summer , 0.004
3,maggie , 0.004
3,dedication , 0.004
3,achievement , 0.003
3,voting , 0.003
3,regiment , 0.003
3,etc , 0.003
3,prizzi , 0.003
3,raquet , 0.003
3,combat , 0.003
3,take , 0.003
3,c_mitzel, 0.003
4,governor ,0.006
4,jeff , 0.005
4,hinkle , 0.004
4,plan , 0.004
4,pedestal , 0.004
4,stonewall , 0.004
4,crop , 0.004
4,courage , 0.004
4,acknowledgement , 0.003
4,hotel , 0.003
4,highway , 0.003
4,bill , 0.003
4,forrest , 0.003
4,teddy , 0.003
4,living , 0.003
4,victim , 0.003
4,didnsee , 0.003
4,perlman , 0.003
4,work , 0.003
4,colin, 0.003
5,statue ,0.009
5,stonewall , 0.007
5,jackson , 0.006
5,loyalty , 0.005
5,yesterday , 0.005
5,enemy , 0.004
5,realdonaldtrump , 0.004
5,potus , 0.004
5,jack , 0.004
5,heap , 0.004
5,supportinge , 0.004
5,nutcase , 0.003
5,pelosiisaphony , 0.003
5,speaking , 0.003
5,jumanji , 0.003
5,flashback , 0.003
5,period , 0.003
5,luther , 0.003
5,capita , 0.003
5,supervisor, 0.003
6,tonight ,0.005
6,confederacy , 0.004
6,event , 0.004
6,the , 0.004
6,alumni , 0.004
6,mural , 0.004
6,virginian , 0.004
6,community , 0.004
6,abolitionist , 0.003
6,honor , 0.003
6,trip , 0.003
6,granddaughter , 0.003
6,number , 0.003
6,republican , 0.003
6,wvcapitol , 0.003
6,isuggesting , 0.003
6,roosevelt , 0.003
6,irl , 0.003
6,sudley , 0.003
6,dmv, 0.003
7,metronews ,0.005
7,boot , 0.005
7,mind , 0.005
7,negro , 0.004
7,pocket , 0.004
7,alt , 0.004
7,action , 0.004
7,flaw , 0.004
7,therestonewall , 0.004
7,repeat , 0.004
7,responsibility , 0.004
7,dixieprole , 0.003
7,san , 0.003
7,upkeep , 0.003
7,sweatpant , 0.003
7,colonel , 0.003
7,swint , 0.003
7,act , 0.003
7,grant , 0.003
7,ditchmitch, 0.003
8,step ,0.004
8,gordon , 0.004
8,worship , 0.004
8,columbus , 0.004
8,heart , 0.004
8,southerner , 0.004
8,perlman , 0.004
8,car , 0.004
8,gatherinlove , 0.003
8,cap , 0.003
8,gon , 0.003
8,breitbartnews , 0.003
8,anybody , 0.003
8,vance , 0.003
8,reminder , 0.003
8,display , 0.003
8,truck , 0.003
8,society , 0.003
8,world , 0.003
8,joebiden, 0.003
9,statehouse ,0.005
9,estate , 0.005
9,jessica , 0.005
9,buck , 0.004
9,address , 0.004
9,soquelcreek , 0.004
9,monument , 0.004
9,albert , 0.004
9,wonder , 0.003
9,institution , 0.003
9,segregationist , 0.003
9,hope , 0.003
9,town , 0.003
9,bed , 0.003
9,evidence , 0.003
9,wva , 0.003
9,land , 0.003
9,shirley , 0.003
9,byrd , 0.003
9,class, 0.003
10,marcher ,0.007
10,yea , 0.005
10,maury , 0.004
10,ship , 0.004
10,college , 0.004
10,reminder , 0.004
10,presssec , 0.004
10,sense , 0.003
10,burn , 0.003
10,gandhi , 0.003
10,hope , 0.003
10,baltimoreracist , 0.003
10,king , 0.003
10,demand , 0.003
10,tootie , 0.003
10,host , 0.003
10,senate , 0.003
10,heplaying , 0.003
10,car , 0.003
10,horse, 0.003
11,career ,0.005
11,everyone , 0.004
11,billionaire , 0.004
11,holocaust , 0.004
11,horse , 0.004
11,hometown , 0.004
11,saratoga , 0.004
11,visit , 0.004
11,thank , 0.004
11,pedestal , 0.003
11,jones , 0.003
11,city , 0.003
11,treason , 0.003
11,thatinteresting , 0.003
11,dam , 0.003
11,auto , 0.003
11,vmi , 0.003
11,branson , 0.003
11,naacpmpls , 0.003
11,resentment, 0.003
12,pic ,0.005
12,ebay , 0.005
12,hundred , 0.005
12,style , 0.004
12,phil , 0.004
12,roosevelt , 0.004
12,cemeterylee , 0.004
12,johnson , 0.004
12,disapproval , 0.004
12,right , 0.004
12,westside , 0.004
12,wvcapitol , 0.003
12,camera , 0.003
12,notice , 0.003
12,guy , 0.003
12,fine , 0.003
12,row , 0.003
12,harvey , 0.003
12,penn , 0.003
12,statue, 0.003
13,angle ,0.005
13,ebay , 0.005
13,politic , 0.005
13,offended , 0.004
13,supportinge , 0.004
13,confederacy , 0.004
13,scream , 0.004
13,monticello , 0.003
13,usalawless , 0.003
13,hypocrite , 0.003
13,period , 0.003
13,amount , 0.003
13,strike , 0.003
13,rebs , 0.003
13,leave , 0.003
13,tax , 0.003
13,crowd , 0.003
13,byrd , 0.003
13,beset , 0.003
13,police, 0.003
14,kiss ,0.005
14,potus , 0.005
14,bird , 0.004
14,edge , 0.004
14,deffo , 0.004
14,integration , 0.004
14,metronews , 0.004
14,sunrise , 0.004
14,wonder , 0.004
14,hope , 0.004
14,manassas , 0.004
14,maryland , 0.003
14,reason , 0.003
14,law , 0.003
14,panel , 0.003
14,decision , 0.003
14,shrine , 0.003
14,staff , 0.003
14,pissant , 0.003
14,county, 0.003
15,fellow ,0.005
15,june , 0.004
15,benedict , 0.004
15,cancellation , 0.004
15,home , 0.004
15,clinton , 0.004
15,hrc , 0.004
15,protestor , 0.004
15,drum , 0.004
15,trump , 0.004
15,dunbar , 0.003
15,human , 0.003
15,gardin , 0.003
15,top , 0.003
15,capital , 0.003
15,hundred , 0.003
15,equivalencey , 0.003
15,rotunda , 0.003
15,michael , 0.003
15,bed, 0.003
16,couldnmanage ,0.005
16,jeb , 0.005
16,society , 0.004
16,being , 0.004
16,shit , 0.004
16,solder , 0.004
16,model , 0.004
16,crow , 0.004
16,favor , 0.003
16,alesandro , 0.003
16,removal , 0.003
16,mis , 0.003
16,spirit , 0.003
16,kenlowery , 0.003
16,realize , 0.003
16,taught , 0.003
16,song , 0.003
16,write , 0.003
16,movie , 0.003
16,politic, 0.003
17,victory ,0.005
17,please , 0.004
17,fauci , 0.004
17,minimum , 0.004
17,offended , 0.004
17,thatbeen , 0.004
17,wwg , 0.004
17,front , 0.004
17,sweatpant , 0.004
17,estate , 0.004
17,nobility , 0.004
17,berlin , 0.003
17,ernie , 0.003
17,importance , 0.003
17,brush , 0.003
17,lisa , 0.003
17,art , 0.003
17,car , 0.003
17,witness , 0.003
17,secession, 0.003
18,amp ,0.007
18,pepperoni , 0.005
18,compare , 0.005
18,trafficin , 0.005
18,motion , 0.004
18,beerchuggin , 0.004
18,convo , 0.004
18,caoimhe , 0.004
18,human , 0.004
18,selling , 0.004
18,paper , 0.004
18,wink , 0.004
18,call , 0.004
18,sentiment , 0.004
18,wish , 0.004
18,model , 0.003
18,competition , 0.003
18,jackson , 0.003
18,state , 0.003
18,brush, 0.003
19,thousand ,0.005
19,speakerpelosi , 0.005
19,michael_d_thorn , 0.005
19,hamilton , 0.005
19,hampton , 0.004
19,pot , 0.004
19,removal , 0.004
19,deal , 0.004
19,jones , 0.004
19,ivy , 0.003
19,etc , 0.003
19,forrest , 0.003
19,offer , 0.003
19,avenue , 0.003
19,medium , 0.003
19,abolitionist , 0.003
19,duty , 0.003
19,potus , 0.003
19,nps , 0.003
19,mascot, 0.003
20,email ,0.005
20,deserve , 0.005
20,doll , 0.004
20,priority , 0.004
20,truth , 0.004
20,ittype , 0.004
20,custar , 0.004
20,branson , 0.004
20,stuart , 0.003
20,judge , 0.003
20,resentment , 0.003
20,thatwhatsaying , 0.003
20,itstatue , 0.003
20,staff , 0.003
20,patriot , 0.003
20,angle , 0.003
20,johnson , 0.003
20,demokkkrat , 0.003
20,grave , 0.003
20,brush, 0.003
21,quarrel ,0.006
21,lenin , 0.004
21,selling , 0.004
21,tomorrow , 0.004
21,smith , 0.004
21,form , 0.004
21,slave , 0.004
21,sense , 0.004
21,circle , 0.004
21,torn , 0.004
21,conversation , 0.003
21,peacefulprotest , 0.003
21,pass , 0.003
21,wvstate , 0.003
21,panicjoe , 0.003
21,cletus , 0.003
21,blm , 0.003
21,arm , 0.003
21,reporting , 0.003
21,book, 0.003
22,council ,0.005
22,placation , 0.005
22,manager , 0.004
22,tennis , 0.004
22,problem , 0.004
22,complaint , 0.004
22,describe , 0.004
22,randy , 0.004
22,level , 0.004
22,purdy , 0.004
22,parent , 0.004
22,panicjoe , 0.003
22,member , 0.003
22,destruction , 0.003
22,dianeravitch , 0.003
22,surveillance , 0.003
22,something , 0.003
22,blackwell , 0.003
22,hillbilly , 0.003
22,protestor, 0.003
23,buck ,0.007
23,assembly , 0.005
23,george , 0.004
23,group , 0.004
23,raquet , 0.004
23,argument , 0.004
23,holding , 0.004
23,brush , 0.003
23,race , 0.003
23,example , 0.003
23,team , 0.003
23,teddy , 0.003
23,censure , 0.003
23,calhoun , 0.003
23,tool , 0.003
23,speaker , 0.003
23,outside , 0.003
23,monumentavenue , 0.003
23,gardin , 0.003
23,outrage, 0.003
24,status ,0.007
24,constituent , 0.005
24,musician , 0.005
24,example , 0.004
24,dump , 0.004
24,director , 0.004
24,manassas , 0.004
24,politician , 0.004
24,theresomething , 0.004
24,home , 0.004
24,nepotism , 0.004
24,side , 0.004
24,office , 0.004
24,shrine , 0.004
24,movie , 0.004
24,illinois , 0.004
24,attack , 0.004
24,park , 0.003
24,secession , 0.003
24,lake, 0.003
25,saddam ,0.006
25,blackwell , 0.004
25,sen , 0.004
25,austria , 0.004
25,division , 0.004
25,lorus , 0.004
25,wvnews , 0.004
25,francisco , 0.003
25,robt , 0.003
25,area , 0.003
25,protester , 0.003
25,talk , 0.003
25,erected , 0.003
25,pneumonia , 0.003
25,flashback , 0.003
25,labor , 0.003
25,sympathizer , 0.003
25,usalawless , 0.003
25,kkk , 0.003
25,lenin, 0.003
26,bird ,0.006
26,institute , 0.005
26,kaleb_el_uno , 0.005
26,ancienne , 0.005
26,theresomething , 0.005
26,erected , 0.004
26,row , 0.004
26,pkwy , 0.004
26,riotinghiding , 0.004
26,official , 0.004
26,kkk , 0.003
26,performance , 0.003
26,dude , 0.003
26,god , 0.003
26,fuck , 0.003
26,parks , 0.003
26,purdy , 0.003
26,grammy , 0.003
26,ielmini , 0.003
26,motion, 0.003
27,branson ,0.004
27,brave , 0.004
27,petitition , 0.004
27,dog , 0.004
27,highway , 0.004
27,dick , 0.004
27,tho , 0.004
27,set , 0.004
27,activist , 0.004
27,disneyland , 0.004
27,square , 0.004
27,robert , 0.004
27,stewart , 0.003
27,harris , 0.003
27,arthur , 0.003
27,avenue , 0.003
27,cool , 0.003
27,flick , 0.003
27,colson , 0.003
27,hell, 0.003
28,husband ,0.005
28,street , 0.005
28,parks , 0.005
28,kind , 0.005
28,blackwell , 0.005
28,centerpiece , 0.004
28,prob , 0.004
28,cyrus , 0.004
28,host , 0.004
28,alliance , 0.004
28,pressure , 0.004
28,shirley , 0.003
28,dnc , 0.003
28,shrine , 0.003
28,healthcare , 0.003
28,amerikkka , 0.003
28,changeaus , 0.003
28,ancestor , 0.003
28,indiana , 0.003
28,pile, 0.003
29,vistor ,0.005
29,something , 0.004
29,assignment , 0.004
29,fauci , 0.004
29,traction , 0.004
29,ability , 0.004
29,site , 0.004
29,place , 0.004
29,mural , 0.004
29,clarksburg , 0.004
29,granddaughter , 0.003
29,blvd , 0.003
29,vote , 0.003
29,nation , 0.003
29,supportinge , 0.003
29,colson , 0.003
29,vein , 0.003
29,street , 0.003
29,howitzer , 0.003
29,ctrlshifti, 0.003
30,humor ,0.005
30,statue , 0.005
30,pretend , 0.005
30,united , 0.004
30,richmonder , 0.004
30,protectin , 0.004
30,davison , 0.004
30,therestatue , 0.004
30,ice , 0.004
30,jackson , 0.004
30,youre , 0.004
30,history , 0.004
30,jcarrollfoy , 0.004
30,wvstate , 0.003
30,rest , 0.003
30,saratoga , 0.003
30,celeb , 0.003
30,jeffrey , 0.003
30,gentrification , 0.003
30,polouse, 0.003
31,helped ,0.005
31,brutality , 0.005
31,june , 0.005
31,alumni , 0.005
31,head , 0.004
31,job , 0.004
31,book , 0.004
31,deserve , 0.004
31,everyone , 0.004
31,pole , 0.004
31,estimate , 0.004
31,nickname , 0.004
31,dozen , 0.004
31,prizzi , 0.004
31,inspiration , 0.003
31,politic , 0.003
31,hope , 0.003
31,organization , 0.003
31,building , 0.003
31,purdy, 0.003
32,student ,0.004
32,ferguson , 0.004
32,gop , 0.004
32,split , 0.004
32,portrait , 0.004
32,liberty , 0.004
32,leg , 0.004
32,flop , 0.003
32,harvey , 0.003
32,knock , 0.003
32,nascar , 0.003
32,colson , 0.003
32,flag , 0.003
32,sledgehammer , 0.003
32,defender , 0.003
32,fdr , 0.003
32,slope , 0.003
32,seek , 0.003
32,police , 0.003
32,hall, 0.003
33,flashback ,0.005
33,tho , 0.004
33,member , 0.004
33,thereyer , 0.004
33,dmv , 0.004
33,establishment , 0.004
33,roller , 0.004
33,message , 0.004
33,review , 0.004
33,monticello , 0.004
33,childhood , 0.003
33,water , 0.003
33,shire , 0.003
33,rest , 0.003
33,idea , 0.003
33,teddy , 0.003
33,monstrosity , 0.003
33,mayer , 0.003
33,fatherstatue , 0.003
33,cannon, 0.003
34,capita ,0.007
34,speech , 0.004
34,cnntonight , 0.004
34,virginian , 0.004
34,brutality , 0.004
34,juneteenth , 0.004
34,webster , 0.004
34,dozen , 0.004
34,period , 0.003
34,lord , 0.003
34,highway , 0.003
34,unit , 0.003
34,increase , 0.003
34,bronx , 0.003
34,drive , 0.003
34,move , 0.003
34,ridiculousness , 0.003
34,mendelson , 0.003
34,police , 0.003
34,cando, 0.003
35,country ,0.006
35,campaign , 0.005
35,juneteenth , 0.005
35,dianeravitch , 0.004
35,support , 0.004
35,stonewall , 0.004
35,tax , 0.004
35,fucker , 0.004
35,estimate , 0.004
35,musician , 0.004
35,supervisor , 0.003
35,dave , 0.003
35,facility , 0.003
35,assignment , 0.003
35,husband , 0.003
35,victory , 0.003
35,disgrace , 0.003
35,fugue , 0.003
35,email , 0.003
35,confedrate, 0.003
36,thedemocrat ,0.006
36,reference , 0.004
36,thousand , 0.004
36,process , 0.004
36,dude , 0.004
36,leak , 0.004
36,destruction , 0.004
36,monday , 0.004
36,gordon , 0.004
36,watson , 0.004
36,island , 0.004
36,head , 0.004
36,einstein , 0.003
36,dedicating , 0.003
36,unveiling , 0.003
36,shoot , 0.003
36,mile , 0.003
36,breitbartnews , 0.003
36,shire , 0.003
36,murderer, 0.003
37,hampton ,0.005
37,insight , 0.005
37,capitol , 0.004
37,donshoot , 0.004
37,gon , 0.004
37,space , 0.004
37,deffo , 0.004
37,paint , 0.004
37,troop , 0.004
37,donaldjtrumpjr , 0.004
37,speakerpelosi , 0.003
37,country , 0.003
37,thatwhatsaying , 0.003
37,right , 0.003
37,wilson , 0.003
37,jackson , 0.003
37,southerner , 0.003
37,westside , 0.003
37,case , 0.003
37,city, 0.003
38,act ,0.005
38,loyalty , 0.005
38,follower , 0.004
38,statuary , 0.004
38,nobody , 0.004
38,capitale , 0.004
38,campus , 0.004
38,stranger , 0.004
38,week , 0.004
38,paper , 0.004
38,sonsdaughter , 0.004
38,harvey , 0.003
38,placard , 0.003
38,microcosm , 0.003
38,wood , 0.003
38,mention , 0.003
38,solo , 0.003
38,pile , 0.003
38,monument , 0.003
38,protectin, 0.003
39,other ,0.005
39,cicatriser , 0.005
39,peacefulprotest , 0.005
39,trace , 0.004
39,stonewall , 0.004
39,chuck , 0.004
39,area , 0.004
39,healthcare , 0.004
39,punk , 0.004
39,peay , 0.004
39,part , 0.004
39,town , 0.004
39,confedrate , 0.004
39,planet , 0.003
39,dougla , 0.003
39,clinton , 0.003
39,split , 0.003
39,night , 0.003
39,salute , 0.003
39,tool, 0.003
40,fauci ,0.006
40,fuck , 0.005
40,washington , 0.004
40,dealing , 0.004
40,someone , 0.004
40,parking , 0.004
40,news , 0.004
40,heroesmlk , 0.004
40,quarrel , 0.004
40,pretend , 0.004
40,peacefulprotest , 0.004
40,capital , 0.003
40,end , 0.003
40,murderer , 0.003
40,bobby , 0.003
40,wboy , 0.003
40,state , 0.003
40,life , 0.003
40,friend , 0.003
40,number, 0.003
41,leg ,0.006
41,day , 0.005
41,school , 0.004
41,front , 0.004
41,place , 0.004
41,roast , 0.004
41,mumia , 0.004
41,childhood , 0.004
41,staff , 0.004
41,threat , 0.004
41,cando , 0.003
41,symbol , 0.003
41,intersection , 0.003
41,rioter , 0.003
41,repeat , 0.003
41,brave , 0.003
41,citation , 0.003
41,loser , 0.003
41,stuff , 0.003
41,richmond, 0.003
42,talk ,0.005
42,principle , 0.004
42,apartment , 0.004
42,right , 0.004
42,presssec , 0.004
42,scarlett , 0.004
42,wvnews , 0.004
42,helped , 0.004
42,correctness , 0.004
42,river , 0.004
42,body , 0.004
42,court , 0.004
42,festival , 0.004
42,albert , 0.004
42,george , 0.003
42,bobby , 0.003
42,page , 0.003
42,night , 0.003
42,life , 0.003
42,comment, 0.003
43,tell ,0.006
43,courage , 0.006
43,boulevard , 0.005
43,thatbeen , 0.005
43,trump , 0.005
43,jordan , 0.005
43,number , 0.004
43,trip , 0.004
43,zone , 0.004
43,water , 0.004
43,pelosiisaphony , 0.004
43,ice , 0.004
43,point , 0.004
43,cover , 0.004
43,behavior , 0.004
43,rettmadison , 0.004
43,daughter , 0.004
43,movement , 0.004
43,country , 0.004
43,skirmish, 0.003
44,plot ,0.006
44,club , 0.006
44,michael_d_thorn , 0.005
44,potus , 0.005
44,party , 0.005
44,jackson , 0.005
44,car , 0.005
44,pay , 0.005
44,dixieprole , 0.004
44,speakerpelosi , 0.004
44,admit , 0.004
44,blmseattlekc , 0.004
44,hypocrite , 0.004
44,cannon , 0.004
44,society , 0.004
44,status , 0.003
44,sonsdaughter , 0.003
44,monticello , 0.003
44,three , 0.003
44,blm, 0.003
45,iamjohnoliver ,0.005
45,area , 0.005
45,teaching , 0.005
45,bag , 0.005
45,ancienne , 0.004
45,cancellation , 0.004
45,acknowledgement , 0.004
45,wish , 0.004
45,assassination , 0.004
45,wood , 0.004
45,pool , 0.004
45,flatwood , 0.004
45,moss , 0.004
45,yankee , 0.004
45,prizzi , 0.003
45,act , 0.003
45,cnntonight , 0.003
45,davison , 0.003
45,capita , 0.003
45,heroesmlk, 0.003
46,offended ,0.005
46,speech , 0.004
46,staff , 0.004
46,republican , 0.004
46,seek , 0.004
46,one , 0.004
46,park , 0.004
46,rioter , 0.003
46,governorva , 0.003
46,avenue , 0.003
46,mendelson , 0.003
46,thatinteresting , 0.003
46,amount , 0.003
46,gardin , 0.003
46,statue , 0.003
46,trump , 0.003
46,churchill , 0.003
46,npr , 0.003
46,monocle , 0.003
46,stonewalling, 0.003
47,tingle ,0.005
47,chat , 0.005
47,ancienne , 0.005
47,downtown , 0.004
47,politician , 0.004
47,shooter , 0.004
47,disneyland , 0.004
47,mistress , 0.004
47,want , 0.004
47,didnpelosis , 0.004
47,pyramid , 0.003
47,george , 0.003
47,prizzi , 0.003
47,conservative , 0.003
47,holding , 0.003
47,jackson , 0.003
47,grandson , 0.003
47,expertise , 0.003
47,kanawha , 0.003
47,tourist, 0.003
48,negro ,0.007
48,loser , 0.005
48,hamilton , 0.005
48,politic , 0.005
48,grandson , 0.004
48,erection , 0.004
48,lord , 0.004
48,salute , 0.004
48,take , 0.003
48,information , 0.003
48,town , 0.003
48,wrong , 0.003
48,pneumonia , 0.003
48,artillery , 0.003
48,lee , 0.003
48,itstatue , 0.003
48,charlottesville , 0.003
48,statement , 0.003
48,baiter , 0.003
48,confedrate, 0.003
49,cnntonight ,0.005
49,caucasian , 0.004
49,island , 0.004
49,churchill , 0.004
49,rotunda , 0.004
49,bunch , 0.004
49,romanticism , 0.004
49,symbole , 0.004
49,hinton , 0.004
49,constituent , 0.004
49,norm , 0.004
49,hometown , 0.004
49,party , 0.004
49,input , 0.004
49,pike , 0.004
49,tho , 0.004
49,fought , 0.003
49,book , 0.003
49,writing , 0.003
49,hwy, 0.003
50,american ,0.005
50,stuart , 0.004
50,hrc , 0.004
50,plot , 0.004
50,suit , 0.004
50,neighbor , 0.004
50,doll , 0.004
50,kaepernick , 0.003
50,skyscraper , 0.003
50,nepotism , 0.003
50,input , 0.003
50,colson , 0.003
50,impact , 0.003
50,novel , 0.003
50,dump , 0.003
50,chat , 0.003
50,microcosm , 0.003
50,rcb , 0.003
50,descent , 0.003
50,wood, 0.003
51,uva ,0.006
51,naacpmpls , 0.005
51,metal , 0.005
51,blm , 0.005
51,mess , 0.004
51,zombie , 0.004
51,build , 0.004
51,cricket , 0.004
51,dedication , 0.004
51,idea , 0.004
51,john_mccavitt , 0.004
51,dunbar , 0.004
51,medium , 0.003
51,mayor , 0.003
51,erection , 0.003
51,country , 0.003
51,fire , 0.003
51,tennis , 0.003
51,cook , 0.003
51,battle, 0.003
52,justice ,0.005
52,nancy , 0.005
52,beginning , 0.004
52,outside , 0.004
52,mumia , 0.004
52,law , 0.004
52,albert , 0.004
52,pile , 0.004
52,wrong , 0.004
52,request , 0.004
52,youre , 0.004
52,davison , 0.004
52,argument , 0.004
52,gen , 0.003
52,sand , 0.003
52,bunch , 0.003
52,courthouse , 0.003
52,white , 0.003
52,example , 0.003
52,topic, 0.003
53,zone ,0.006
53,cemetery , 0.004
53,host , 0.004
53,breitbartnews , 0.004
53,mask , 0.004
53,fugue , 0.004
53,tootie , 0.004
53,edmund , 0.004
53,course , 0.004
53,club , 0.003
53,remember , 0.003
53,cream , 0.003
53,death , 0.003
53,centerpiece , 0.003
53,throroughfare , 0.003
53,show , 0.003
53,johnson , 0.003
53,offer , 0.003
53,fatherstatue , 0.003
53,touch, 0.003
54,wallace ,0.005
54,loving , 0.005
54,pic , 0.005
54,boulevard , 0.004
54,site , 0.004
54,tonight , 0.004
54,wikepedium , 0.004
54,behavior , 0.004
54,bastard , 0.003
54,sherman , 0.003
54,john_mccavitt , 0.003
54,pkwy , 0.003
54,lee , 0.003
54,davison , 0.003
54,ridiculousness , 0.003
54,matter , 0.003
54,cent , 0.003
54,achievement , 0.003
54,definition , 0.003
54,institute, 0.003
55,council ,0.005
55,festival , 0.004
55,seal , 0.004
55,student , 0.004
55,trash , 0.004
55,info , 0.004
55,rally , 0.004
55,fire , 0.004
55,potus , 0.004
55,commission , 0.004
55,elem , 0.003
55,amerikkka , 0.003
55,division , 0.003
55,sign , 0.003
55,traction , 0.003
55,republican , 0.003
55,mind , 0.003
55,wartime , 0.003
55,other , 0.003
55,vote, 0.003
56,ability ,0.005
56,facility , 0.004
56,idea , 0.004
56,couldnmanage , 0.004
56,issue , 0.004
56,cadet , 0.004
56,dixieprole , 0.004
56,name , 0.004
56,jacksonville , 0.004
56,martin , 0.004
56,wvgazettemail , 0.004
56,piece , 0.004
56,heck , 0.004
56,dealing , 0.004
56,reading , 0.003
56,janet , 0.003
56,hospital , 0.003
56,room , 0.003
56,jesus , 0.003
56,ivy, 0.003
57,democrat ,0.006
57,talk , 0.005
57,norm , 0.004
57,cream , 0.004
57,kenlowery , 0.004
57,jeffrey , 0.004
57,canwait , 0.004
57,acronym , 0.004
57,resentment , 0.004
57,cop , 0.004
57,fight , 0.003
57,marker , 0.003
57,symbole , 0.003
57,ppl , 0.003
57,saturday , 0.003
57,generalstatue , 0.003
57,three , 0.003
57,sword , 0.003
57,drum , 0.003
57,penn, 0.003
58,nothing ,0.006
58,utterance , 0.005
58,today , 0.005
58,sweatpant , 0.004
58,building , 0.004
58,battle , 0.004
58,team , 0.004
58,medium , 0.004
58,naacpmpls , 0.004
58,scene , 0.004
58,conventionnel , 0.004
58,stone , 0.003
58,throroughfare , 0.003
58,westside , 0.003
58,hoot , 0.003
58,night , 0.003
58,anybody , 0.003
58,worship , 0.003
58,therestatue , 0.003
58,examerica, 0.003
59,jenna ,0.005
59,writing , 0.005
59,want , 0.004
59,institution , 0.004
59,public , 0.004
59,part , 0.004
59,monument , 0.004
59,jim , 0.004
59,rotunda , 0.004
59,thereyer , 0.004
59,statuary , 0.004
59,davis , 0.004
59,christ , 0.003
59,sink , 0.003
59,lisa , 0.003
59,official , 0.003
59,kenlowery , 0.003
59,booth , 0.003
59,marcher , 0.003
59,thatbeen, 0.003
60,lady ,0.005
60,room , 0.005
60,supervisor , 0.004
60,presssec , 0.004
60,capitol , 0.004
60,hell , 0.004
60,albert , 0.004
60,truth , 0.004
60,cemetery , 0.003
60,descent , 0.003
60,river , 0.003
60,ideal , 0.003
60,achievement , 0.003
60,iamjohnoliver , 0.003
60,nickname , 0.003
60,supportinge , 0.003
60,saratoga , 0.003
60,chief , 0.003
60,era , 0.003
60,citation, 0.003
61,spirit ,0.010
61,shadow , 0.005
61,naacpmpls , 0.005
61,cyrus , 0.005
61,ship , 0.005
61,ground , 0.004
61,burning , 0.004
